time,seconds_elapsed,z,y,x
1716758395418948600,0.355948486328125,0.2758026123046875,0.32257080078125,0.09979248046875
1716758395429019400,0.366019287109375,0.286468505859375,0.3257598876953125,0.037994384765625
1716758395439090200,0.376090087890625,0.2672882080078125,0.2245635986328125,-0.0323028564453125
1716758395449161000,0.386160888671875,0.206573486328125,0.128692626953125,-0.082366943359375
1716758395459231700,0.396231689453125,0.1533050537109375,0.083953857421875,-0.098358154296875
1716758395469302500,0.406302490234375,0.1522369384765625,0.0764923095703125,-0.0898284912109375
1716758395479373300,0.416373291015625,0.1554412841796875,0.0637054443359375,-0.0450897216796875
1716758395489444400,0.4264443359375,0.101104736328125,0.0306854248046875,0.05291748046875
1716758395499545600,0.436545654296875,0.0041656494140625,0.0093841552734375,0.15411376953125
1716758395509616400,0.446616455078125,-0.0629425048828125,0.1222991943359375,0.1828765869140625
1716758395519717600,0.456717529296875,-0.0224609375,0.2128448486328125,0.1253509521484375
1716758395529788400,0.466788330078125,0.0744781494140625,0.08502197265625,0.0795440673828125
1716758395539890000,0.476889892578125,0.0755462646484375,0.187286376953125,-0.016326904296875
1716758395549991200,0.4869912109375,0.0829925537109375,0.24267578125,-0.1484222412109375
1716758395560092400,0.497092529296875,0.1202850341796875,0.1883544921875,-0.2176666259765625
1716758395570193700,0.507193603515625,0.13519287109375,0.154266357421875,-0.2070159912109375
1716758395580295200,0.517295166015625,0.1373291015625,0.130828857421875,-0.1612091064453125
1716758395590396400,0.527396484375,0.1373291015625,0.0679779052734375,-0.1121978759765625
1716758395600497700,0.53749755859375,0.1138916015625,0.0211029052734375,-0.0813140869140625
1716758395610599000,0.547598876953125,0.0744781494140625,-0.02044677734375,-0.0504150390625
1716758395620700400,0.557700439453125,0.0414581298828125,-0.110992431640625,0.0007171630859375
1716758395630801700,0.5678017578125,0.0478363037109375,-0.21539306640625,0.0710296630859375
1716758395640903000,0.57790283203125,0.0510406494140625,-0.317657470703125,0.1732940673828125
1716758395651004400,0.58800439453125,0.023345947265625,-0.4486846923828125,0.3181610107421875
1716758395661136100,0.59813623046875,-0.033111572265625,-0.6191253662109375,0.5120391845703125
1716758395671237400,0.6082373046875,-0.0427093505859375,-1.0430908203125,0.8657073974609375
1716758395681339000,0.6183388671875,-0.1321868896484375,-1.203948974609375,1.2279052734375
1716758395691470600,0.628470703125,-0.3462982177734375,-0.804473876953125,1.149078369140625
1716758395701571800,0.63857177734375,-0.4389801025390625,-0.5615997314453125,0.8923492431640625
1716758395711703800,0.648703857421875,-0.37933349609375,-0.38262939453125,0.6878204345703125
1716758395721805000,0.65880517578125,-0.307952880859375,-0.259063720703125,0.554656982421875
1716758395731937000,0.66893701171875,-0.2685394287109375,-0.2292327880859375,0.464111328125
1716758395742038300,0.679038330078125,-0.2717437744140625,-0.2281646728515625,0.3756866455078125
1716758395752170000,0.689169921875,-0.2642822265625,-0.2196502685546875,0.3064422607421875
1716758395762271500,0.699271484375,-0.2344512939453125,-0.144012451171875,0.24359130859375
1716758395772403200,0.7094033203125,-0.1886444091796875,-0.0140533447265625,0.145599365234375
1716758395782535200,0.71953515625,-0.1630859375,0.1105804443359375,0.004974365234375
1716758395792636400,0.729636474609375,-0.1513671875,0.2394866943359375,-0.1239166259765625
1716758395802768100,0.73976806640625,-0.1439056396484375,0.2490692138671875,-0.1825103759765625
1716758395812900000,0.749900146484375,-0.1534881591796875,0.2043304443359375,-0.1718597412109375
1716758395823001300,0.76000146484375,-0.1673431396484375,0.1212310791015625,-0.1228485107421875
1716758395833133300,0.77013330078125,-0.1321868896484375,-0.052398681640625,-0.0355072021484375
1716758395843265000,0.78026513671875,-0.2291259765625,-0.0119171142578125,0.049713134765625
1716758395853397000,0.79039697265625,-0.321807861328125,-0.05133056640625,0.131744384765625
1716758395863498200,0.800498291015625,-0.3580169677734375,-0.2057952880859375,0.23614501953125
1716758395873630000,0.8106298828125,-0.368682861328125,-0.3570709228515625,0.36077880859375
1716758395883762000,0.820761962890625,-0.3345947265625,-0.455078125,0.4705047607421875
1716758395893893600,0.8308935546875,-0.2760009765625,-0.5168609619140625,0.5503997802734375
1716758395903995100,0.8409951171875,-0.2323150634765625,-0.5147247314453125,0.5930023193359375
1716758395914126800,0.851126953125,-0.1939697265625,-0.4508056640625,0.5844879150390625
1716758395924258800,0.8612587890625,-0.14923095703125,-0.34747314453125,0.5226898193359375
1716758395934390500,0.871390625,-0.113006591796875,-0.1962127685546875,0.4012603759765625
1716758395944522200,0.881522216796875,-0.07147216796875,-0.077972412109375,0.2489166259765625
1716758395954654200,0.891654296875,-0.02459716796875,-0.018310546875,0.1125640869140625
1716758395964755500,0.90175537109375,0.0244140625,0.0445404052734375,0.0209503173828125
1716758395974887400,0.911887451171875,0.0670166015625,0.15106201171875,-0.0312347412109375
1716758395985019100,0.92201904296875,0.08831787109375,0.058380126953125,-0.0578765869140625
1716758395995151000,0.932151123046875,0.0840606689453125,-0.00872802734375,-0.0205841064453125
1716758396005282800,0.94228271484375,0.07659912109375,-0.040679931640625,0.0593109130859375
1716758396015414800,0.952414794921875,0.087249755859375,-0.1184539794921875,0.1370697021484375
1716758396025546500,0.96254638671875,0.0829925537109375,-0.181304931640625,0.211639404296875
1716758396035647700,0.972647705078125,0.0521087646484375,-0.256927490234375,0.2627716064453125
1716758396045779700,0.98277978515625,0.009490966796875,-0.2846221923828125,0.2808837890625
1716758396055911400,0.992911376953125,-0.025665283203125,-0.2292327880859375,0.27130126953125
1716758396066043400,1.00304345703125,-0.056549072265625,-0.10992431640625,0.22442626953125
