time,seconds_elapsed,z,y,x
1716758395418948600,0.355948486328125,0.03521394729614258,0.23261356353759766,0.21308787167072296
1716758395429019400,0.366019287109375,-0.2047262191772461,0.28314685821533203,0.14131879806518555
1716758395439090200,0.376090087890625,-0.23207712173461914,0.26114702224731445,-0.030841901898384094
1716758395449161000,0.386160888671875,-0.03996419906616211,0.29458045959472656,-0.07034887373447418
1716758395459231700,0.396231689453125,0.14592266082763672,0.17568492889404297,-0.13288693130016327
1716758395469302500,0.406302490234375,0.3128776550292969,0.08187007904052734,-0.24908187985420227
1716758395479373300,0.416373291015625,0.4988679885864258,0.11696147918701172,-0.03968121111392975
1716758395489444400,0.4264443359375,0.6023406982421875,0.09345340728759766,0.09777311980724335
1716758395499545600,0.436545654296875,0.6212048530578613,-0.09768295288085938,0.038767218589782715
1716758395509616400,0.446616455078125,0.8313460350036621,-0.6105384826660156,0.02187633514404297
1716758395519717600,0.456717529296875,-0.08226442337036133,-0.9829516410827637,-0.10834600031375885
1716758395529788400,0.466788330078125,0.12231731414794922,-0.41474294662475586,0.24462038278579712
1716758395539890000,0.476889892578125,0.02898263931274414,0.0305938720703125,0.22613942623138428
1716758395549991200,0.4869912109375,-0.2605576515197754,-0.023774147033691406,0.14130327105522156
1716758395560092400,0.497092529296875,-0.00421905517578125,-0.06396722793579102,0.22431877255439758
1716758395570193700,0.507193603515625,0.3516068458557129,-0.09660577774047852,0.27824148535728455
1716758395580295200,0.517295166015625,0.2659153938293457,-0.23089027404785156,0.28492096066474915
1716758395590396400,0.527396484375,0.1306614875793457,-0.18651723861694336,0.3818025588989258
1716758395600497700,0.53749755859375,0.12207746505737305,-0.0003867149353027344,0.45273804664611816
1716758395610599000,0.547598876953125,0.059955596923828125,0.05919170379638672,0.46516934037208557
1716758395620700400,0.557700439453125,0.04670858383178711,-0.31374168395996094,0.29621708393096924
1716758395630801700,0.5678017578125,0.2653179168701172,-0.6694293022155762,0.22883424162864685
1716758395640903000,0.57790283203125,0.47864723205566406,-0.7488498687744141,0.24629619717597961
1716758395651004400,0.58800439453125,0.7989249229431152,-0.5447483062744141,0.18510112166404724
1716758395661136100,0.59813623046875,0.8565144538879395,-0.5132174491882324,-0.02882900834083557
1716758395671237400,0.6082373046875,1.4905571937561035,-0.6822237968444824,0.22513878345489502
1716758395681339000,0.6183388671875,1.9951810836791992,0.2880282402038574,0.8312730193138123
1716758395691470600,0.628470703125,0.18411970138549805,0.874321460723877,0.02066737413406372
1716758395701571800,0.63857177734375,-1.0496110916137695,0.9573564529418945,-1.3147897720336914
1716758395711703800,0.648703857421875,-1.0766777992248535,1.3892583847045898,-1.1664458513259888
1716758395721805000,0.65880517578125,-0.824122428894043,1.3132023811340332,-0.6730359196662903
1716758395731937000,0.66893701171875,-0.6249384880065918,0.7931127548217773,-0.33384013175964355
1716758395742038300,0.679038330078125,-0.3864922523498535,0.14000892639160156,-0.1447545289993286
1716758395752170000,0.689169921875,-0.10129928588867188,-0.27330589294433594,0.17615973949432373
1716758395762271500,0.699271484375,0.09628486633300781,-0.3684043884277344,0.36056649684906006
1716758395772403200,0.7094033203125,0.013851642608642578,-0.2082047462463379,0.41687434911727905
1716758395782535200,0.71953515625,0.07892084121704102,-0.09490442276000977,0.3579246401786804
1716758395792636400,0.729636474609375,0.0524134635925293,-0.15501022338867188,0.18239787220954895
1716758395802768100,0.73976806640625,0.1473522186279297,-0.2142481803894043,0.13046884536743164
1716758395812900000,0.749900146484375,0.28131961822509766,-0.3013477325439453,0.17781493067741394
1716758395823001300,0.76000146484375,-0.16384267807006836,-1.306321144104004,-0.17790493369102478
1716758395833133300,0.77013330078125,0.5374112129211426,-0.9812808036804199,0.7125086784362793
1716758395843265000,0.78026513671875,0.7089900970458984,-0.36386728286743164,0.9490677118301392
1716758395853397000,0.79039697265625,0.3325624465942383,0.05233335494995117,0.2415020763874054
1716758395863498200,0.800498291015625,0.39766931533813477,0.587338924407959,-0.15462031960487366
1716758395873630000,0.8106298828125,0.47454357147216797,0.746304988861084,-0.5213311910629272
1716758395883762000,0.820761962890625,0.3737826347351074,0.6760368347167969,-0.8697537779808044
1716758395893893600,0.8308935546875,0.2071528434753418,0.47454071044921875,-0.7966254949569702
1716758395903995100,0.8409951171875,0.020252227783203125,0.2503514289855957,-0.5504583120346069
1716758395914126800,0.851126953125,-0.2298436164855957,0.026047706604003906,-0.30118849873542786
1716758395924258800,0.8612587890625,-0.3480195999145508,-0.1449728012084961,-0.08162534236907959
1716758395934390500,0.871390625,-0.646751880645752,-0.17695379257202148,0.006682753562927246
1716758395944522200,0.881522216796875,-0.8518743515014648,-0.15239191055297852,0.06663960218429565
1716758395954654200,0.891654296875,-0.7657170295715332,-0.1747608184814453,-0.002538919448852539
1716758395964755500,0.90175537109375,0.05573225021362305,-0.2418680191040039,-0.003184109926223755
1716758395974887400,0.911887451171875,-0.03737020492553711,-0.3158888816833496,0.1309070587158203
1716758395985019100,0.92201904296875,-0.24354934692382812,-0.3585686683654785,0.03099694848060608
1716758395995151000,0.932151123046875,0.30379247665405273,-0.29721879959106445,-0.020093172788619995
1716758396005282800,0.94228271484375,0.459073543548584,-0.23078203201293945,-0.3177395164966583
1716758396015414800,0.952414794921875,0.45929574966430664,-0.11890840530395508,-0.45934736728668213
1716758396025546500,0.96254638671875,0.18596982955932617,-0.028143882751464844,-0.341259241104126
1716758396035647700,0.972647705078125,-0.11305046081542969,0.05055522918701172,-0.10549008846282959
1716758396045779700,0.98277978515625,-0.19642353057861328,0.10306358337402344,0.08994042873382568
